,latitude,longitude,country
2792,51.99629986391275,33.14514577010206,Ukraine
2797,64.10021298242087,32.95217625390822,Russia
2802,63.36979141722507,28.30720313139908,Finland
2806,66.59713395658784,21.27902858096837,Sweden
2807,46.91432726995805,22.01247622626367,Romania
2810,49.37966427564131,24.61071160756708,Ukraine
2811,47.55372009137024,23.94230424296211,Romania
2822,57.98303807851514,29.79364620706491,Russia
2838,53.58468814799967,-1.021151935660983,United Kingdom
2841,58.07696650181049,57.76755140827311,Russia
2844,46.60576446882644,13.29087812053684,Austria
2847,65.87583902832462,75.01565693529179,Russia
2853,42.88014294798301,-8.543887832029924,Spain
2858,53.96897673226746,16.41960114311405,Poland
2863,49.23403115495483,142.0930825248906,Russia
2865,46.85491421730512,22.34718570191718,Romania
2876,63.63782836832328,48.38802566709248,Russia
2882,50.77311768819418,14.12246747725534,Czechia
2888,61.21708429854076,64.48260312244295,Russia
2893,40.70925988357666,9.315471401335184,Italy
2901,62.37472140553369,33.88631273710693,Russia
2906,61.60371732840589,63.3632396373613,Russia
2910,52.1809278983152,18.69247646951225,Poland
2918,66.75481122682528,19.86408400870965,Sweden
2920,48.76269460678406,32.25445405324501,Ukraine
2927,55.20742784117679,26.30378011764846,Lithuania
2939,44.35873419211413,15.65852094397628,Croatia
2944,47.27492289126324,20.86438700704989,Hungary
2945,52.05862070498556,94.15828023730056,Russia
2954,66.5219056,66.5891915,Russia
2970,51.44735208428123,58.54412092686729,Russia
2984,66.59522262577117,21.31668185723212,Sweden
2987,65.94320406107207,57.44294743207902,Russia
2991,59.3610899,11.8386418,Sweden
3000,52.85069146129359,21.81721522841185,Poland
3005,61.82106946623473,23.35062349561479,Finland
3024,59.7571949107596,149.6362761398248,Russia
3029,42.02163204939988,23.10553431331046,Bulgaria
3030,65.72271111161618,25.62241152493279,Finland
3036,65.88828150082864,28.68929214245264,Finland
3037,56.10907439263466,92.92682111263277,Russia
3040,60.57238942310697,25.20310833463117,Finland
3055,67.2050591379893,56.43404662054904,Russia
3056,67.93274076818938,23.83214543929366,Finland
3059,46.89333790099328,16.90514912712216,Hungary
3066,49.3742935176348,14.99596679394898,Czechia
3068,58.37637299695174,26.54307824812687,Estonia
3075,62.45765668017076,149.8005062285665,Russia
3076,50.22674979389775,142.6722307173417,Russia
3078,60.84126913768887,24.10450844672595,Finland
3079,44.45789052799237,25.0941641455909,Romania
3086,51.45531168044335,20.42061627509515,Poland
3089,43.28197587208265,26.23882334966146,Bulgaria
3091,56.9405350285034,23.06966925153607,Latvia
3106,47.48082415288449,20.90868947422219,Hungary
3110,47.07924965632477,27.88361948711703,Moldova
3113,47.97941848324484,15.32033385275186,Austria
3127,62.0089825889251,50.64710171945372,Russia
3133,62.30852016638421,151.3019300039358,Russia
3135,59.08620835978716,80.8193345168584,Russia
3143,51.92134616286577,0.5870427485851225,United Kingdom
3146,51.85330751610216,21.72147660025439,Poland
3150,65.14009944619264,28.54202368391956,Finland
3151,47.6685838750308,19.65863220663351,Hungary
3154,54.38960489160915,38.05010206747917,Russia
3156,46.82654799013715,17.09277428093771,Hungary
3158,50.41674276499182,15.73143462409556,Czechia
3162,41.43884061129263,22.71766435615108,North Macedonia
3164,64.67224915528494,28.49478225711792,Finland
3168,61.79078043265464,113.0074409821751,Russia
3170,53.74287648348507,57.91470613405117,Russia
3174,52.04486409428847,22.5296788137403,Poland
3186,52.41024561143259,-6.729829329472699,Ireland
3188,61.00622575750337,42.3629308380355,Russia
3193,41.05071639024417,15.57885614285806,Italy
3199,56.0791955086378,26.73790459703881,Latvia
3202,62.09725091362204,128.2810733141661,Russia
3206,62.71939276002515,28.932405229199,Finland
3208,61.9083925820154,28.32519205458327,Finland
3223,64.45229984505895,29.66365144137792,Finland
3224,55.47019128731545,78.27237963468417,Russia
3226,60.30068678250618,14.52684433552552,Sweden
3230,50.05482951396716,-5.111880890250426,United Kingdom
3232,66.21535317373376,28.71724272513656,Finland
3236,47.1201093056103,30.32460134997521,Ukraine
3242,60.42596712087847,17.89385319266532,Sweden
3253,62.77179588816396,49.42077128323537,Russia
3258,65.88238174805203,21.85813682681151,Sweden
3273,61.13983940721631,50.18230371540378,Russia
3274,63.17704418898857,30.54746946473073,Finland
3276,43.21202913532939,131.5136738871321,Russia
3277,58.11431143794093,102.6974773458039,Russia
3281,40.24225228980882,-4.414767003315236,Spain
3287,51.65637318831944,-1.847340489739807,United Kingdom
3300,50.38538641502947,17.59737500929781,Poland
3302,57.11099828873469,42.49544175691342,Russia
3303,47.10888202559077,26.33864473657372,Romania
3307,62.69178864907657,49.56801565242413,Russia
3316,63.2052947705162,28.72519732311072,Finland
3319,50.7015465341178,19.02267120037184,Poland
3321,37.38183045919834,22.46271046105324,Greece
3337,55.18394406428319,22.79178464608467,Lithuania
3340,49.59477617284239,18.73778344066375,Czechia
3353,47.88813212298238,18.41052775235243,Slovakia
3360,54.02625170909727,-7.439350387875348,Ireland
3363,60.7077918060692,115.809454901385,Russia
3384,61.28802258216233,27.77616413201951,Finland
3385,56.65385592509951,43.08735832938468,Russia
3388,45.60321994607731,15.53878358111164,Croatia
3390,52.82691517667563,22.74791317088933,Poland
3391,61.0001038903152,79.43305914976295,Russia
3400,52.84885820191744,22.90571469078651,Poland
3403,62.31033966579613,44.24486463928486,Russia
3412,45.126552625794,23.60901935353775,Romania
3420,57.7677071850222,-4.471458249122168,United Kingdom
3422,42.85062671739352,25.11531917503282,Bulgaria
3427,56.19391284063715,65.45689781843498,Russia
3438,45.01779227005595,8.456410002228083,Italy
3442,54.88835765358845,44.72411965334747,Russia
3443,63.63782836832328,48.38802566709248,Russia
3451,63.12506517099774,15.08892153619768,Sweden
3458,61.07967236125413,63.887151986572,Russia
3459,57.48577599520355,22.16694903931261,Latvia
3460,62.39530586324527,16.04196749012552,Sweden
3461,62.19811427905067,28.76577940762169,Finland
3466,56.35824496956629,75.2511109803565,Russia
3473,50.46380781778348,94.9205357148894,Russia
3482,45.21855582872011,46.03788723894964,Russia
3486,52.66279320467419,-7.696133944254384,Ireland
3490,61.87102906823118,25.75614043159928,Finland
3497,58.18081115004643,125.4457940142277,Russia
3498,52.94433961085202,90.1889941125164,Russia
3499,60.84142846139706,23.65393942482158,Finland
3507,60.45515680210775,77.30365295356488,Russia
3509,47.08767451618933,15.37413714567174,Austria
3510,55.44001014111206,84.47051595332087,Russia
3511,54.40973392698614,17.6229767928303,Poland
3513,56.32331827003037,160.3647769022238,Russia
3520,65.75693136100244,69.94789323292828,Russia
3521,42.2264479153296,25.43164581161843,Bulgaria
3527,53.25599617918479,16.18657493219196,Poland
3542,44.13999113708199,25.83618862499144,Romania
3550,58.01617215121766,80.49390971328963,Russia
3566,59.3610899,11.8386418,Sweden
3567,54.06367710373567,-6.995272868457456,Ireland
3569,57.70056581171513,15.80598531636942,Sweden
3587,67.89318,21.052478,Sweden
3596,60.45735983580571,41.65952464224218,Russia
3605,66.8601365144933,79.64640151311919,Russia
3608,63.21697533692763,66.95258056096371,Russia
3616,51.28551371568351,16.69914856037586,Poland
3622,46.89233960636624,25.83745740208294,Romania
3623,50.3690205766617,4.406976554049255,Belgium
3624,67.98246377710342,21.87458112649398,Sweden
3625,53.26780141703001,17.29107306563929,Poland
3626,55.30176130351886,21.32792005023612,Lithuania
3631,62.160276366162,127.1717441568842,Russia
3633,53.54065724102963,51.11869525152947,Russia
3637,44.93762884945541,22.66706443700557,Romania
3638,47.39569861351332,9.02296185586848,Switzerland
3647,47.46801173014956,21.69836295169069,Hungary
3648,37.50428474623715,-3.977673737328321,Spain
3649,64.05928640771798,54.64674953972582,Russia
3653,41.98457334902769,25.86345932756382,Bulgaria
3658,55.57465792660663,13.86565190720627,Sweden
3662,40.6543038548988,23.15884515050504,Greece
3666,60.80869512845747,46.36494199349955,Russia
3668,53.65791121990419,19.33476964748407,Poland
3669,63.80472307086045,14.73878836400142,Sweden
3670,41.47771051288188,-5.689778591919837,Spain
3673,50.56471520729561,3.686339782725723,Belgium
3679,63.86367166585889,38.76371674841796,Russia
3683,46.70574886065021,12.72026277032607,Austria
3685,42.7935671909955,25.51342184428215,Bulgaria
3691,43.11527856037074,24.06500393228545,Bulgaria
3699,52.7069492885817,15.00570751318919,Poland
3702,53.47280546153682,-6.320100487263081,Ireland
3705,61.91018756945482,132.3597754368886,Russia
3707,54.67241886873547,62.42427480894101,Russia
3719,46.28196399314161,20.63270406460083,Hungary
3722,48.25317208731823,19.24037642776966,Slovakia
3723,53.45766195162641,109.7115690811149,Russia
3724,44.54293040051414,23.98348229526356,Romania
3727,42.63677429669966,-8.72512320447675,Spain
3728,54.05892643576342,-6.88262131444469,United Kingdom
3732,55.16286920268771,49.19950487695883,Russia
3743,63.16094193763001,43.36075109867019,Russia
3757,59.24603460292053,126.7226873919942,Russia
3758,54.2568741990773,101.7139816297472,Russia
3759,54.5021193123853,160.0083274063753,Russia
3762,52.96931845014005,16.28362222065676,Poland
3765,53.61045793645851,20.09292353742612,Poland
3776,37.85147475636108,-1.345522421434453,Spain
3782,65.7490827397084,19.7703733075094,Sweden
3783,37.91688120548344,22.67254162314666,Greece
3789,46.79991854321555,18.49025038776973,Hungary
3794,44.44433785438009,25.1307824319275,Romania
3808,58.92162448866249,80.11960860821883,Russia
3810,66.429339473883,25.42842308123011,Finland
3812,61.09428750704539,114.5345605583113,Russia
3816,53.52715189179452,46.22275846777929,Russia
3818,36.84395119491118,-4.236711166602682,Spain
3828,62.86266032230654,24.04114138194825,Finland
3833,48.85207362359094,15.10990357396715,Austria
3835,46.79214756903185,11.82531581693433,Italy
3837,54.21022701621091,19.48541022931125,Poland
3840,55.68225318475234,22.04293447555082,Lithuania
3847,53.93121968694997,17.3085391390019,Poland
3854,59.79768514091138,40.80055619126921,Russia
3855,61.7740410785869,112.9829717307641,Russia
3856,57.23806053717949,26.09522801878614,Latvia
3860,57.26186208436064,15.30006265168589,Sweden
3862,54.23171464245967,18.78924798722891,Poland
3863,45.74788505287043,14.6005044447733,Slovenia
3867,46.47473018299366,16.72762303145035,Hungary
3872,48.07373515856927,43.14945204933696,Russia
3873,57.20997894738544,26.86611759498591,Latvia
3888,57.9795908710438,65.52381564827972,Russia
3893,50.5716911393889,14.35351944688354,Czechia
3897,57.4389608772013,69.14998427716584,Russia
3899,52.12791710701676,79.2863234520608,Russia
3901,41.04292151271178,20.16847640981988,Albania
3912,63.53150023576122,119.0309195828287,Russia
3914,47.23846792836261,7.185434352923056,Switzerland
3922,59.38420577461526,126.9990595275861,Russia
3925,45.30162834147273,21.84318773113624,Romania
3926,61.485009465537,66.05547688294244,Russia
3932,50.34677703631782,28.33172265971794,Ukraine
3938,53.07136565035539,21.75310173883724,Poland
3942,56.01476523891598,60.58662077969738,Russia
3946,40.88926966750208,-5.268747806271339,Spain
3947,52.77286667304885,47.68527303276277,Russia
3955,67.26783050371917,25.52134503421101,Finland
3956,68.06516455023517,35.13005778220022,Russia
3966,43.63549516972145,13.09077082151929,Italy
3968,57.07138818622813,21.75993774186257,Latvia
3976,52.34827850429282,39.22374684486118,Russia
3982,62.96034800585615,30.38894252129381,Finland
3987,54.55412341954526,18.46958472021343,Poland
3994,40.2622422603923,-1.407854712308235,Spain
3997,47.96841078683202,13.77632598671449,Austria
4002,53.36059932569712,22.24331444124627,Poland
4011,57.59823193951375,25.86628472768877,Latvia
4019,67.2050591379893,56.43404662054904,Russia
4026,50.94465800796708,0.2577905635794057,United Kingdom
4030,40.98930300383787,23.24754657599318,Greece
4033,63.21685349167218,27.70493982204253,Finland
4036,54.70232635614644,-7.1833953784042,United Kingdom
4042,53.2721105604456,47.66826475394921,Russia
4043,44.23196726813827,12.37097180813467,Italy
4046,50.61661326963197,4.971750199704213,Belgium
4052,50.307477012866,29.024835656517,Ukraine
4053,53.13071096924474,108.3564042281177,Russia
4069,38.38200751903686,-5.826894479373573,Spain
4085,55.08963884897353,24.41919897601409,Lithuania
4087,61.90684507118834,132.351862187175,Russia
4096,57.22479644981857,12.86662080043059,Sweden
4104,47.57246366518984,33.97588151757476,Ukraine
4110,51.79866031364972,87.70718027625304,Russia
4117,59.3610899,11.8386418,Sweden
4119,46.27712490118379,26.78419990322157,Romania
4128,64.83146753239001,20.72396089579221,Sweden
4131,63.63197935374413,25.87037154212504,Finland
4142,55.50467763185716,157.633891670723,Russia
4147,52.66867705694607,93.52090179230603,Russia
4152,49.80904201163356,5.163839463388372,Belgium
4159,47.35420130403842,31.6769885271119,Ukraine
4161,67.14476781756676,28.67591417883919,Finland
4162,46.89862013827359,23.7775731915967,Romania
4179,37.12828934449178,-6.760234848871812,Spain
4188,66.93561779975883,21.25229104153264,Sweden
4191,47.20410098902985,11.25992024422468,Austria
4196,37.70432263625352,-2.272934675825122,Spain
4205,66.01962154379963,57.66805155121802,Russia
4209,66.43978704832912,24.40433212353459,Finland
4211,48.71521244711769,18.56416013796995,Slovakia
4215,63.07718393926249,76.66313994571323,Russia
4216,68.31923027036952,24.6858023443564,Finland
4231,47.51217242192824,16.31720299667864,Austria
4247,64.56810746249486,26.14633110565085,Finland
4265,54.44847940537201,82.12213784629161,Russia
4268,53.03045931222314,61.07716238719279,Russia
4276,62.56193665157532,125.1539471196894,Russia
4278,36.79991756001026,-3.247424771399113,Spain
4279,57.67108929815599,102.3967570892088,Russia
4282,62.35720212909217,41.93439553300124,Russia
4286,45.21703384190882,21.91687186919471,Romania
4288,64.44750592811754,141.9267592757156,Russia
4292,56.69429105665031,16.04144136386718,Sweden
4293,61.42782167331614,44.66462429257658,Russia
4301,56.10907439263466,92.92682111263277,Russia
4308,43.0442084263579,-7.767122680716509,Spain
4314,44.99259678930697,26.90824599168528,Romania
4316,49.57704183328541,6.377304560836901,Germany
4317,42.32351600642433,-7.139297319003904,Spain
4320,46.28211263724744,18.54409174219902,Hungary
4328,56.80608221314741,28.34309155735954,Russia
4330,47.06732977648418,27.03953139907548,Romania
4331,63.4331437568326,30.41311778782307,Russia
4333,51.94251659965022,19.18555502954625,Poland
4335,60.01745254536702,34.71400948160544,Russia
4338,48.06207089743322,16.92757712615822,Austria
4342,62.51004628281342,125.6021177566831,Russia
4343,40.66475355684021,9.632748565441302,Italy
4346,51.16030742430669,37.01199129308393,Russia
4350,42.77024128007123,26.66961998795312,Bulgaria
4353,52.26713586861189,127.5051586569637,Russia
4356,60.08257967368367,14.48273196165266,Sweden
4360,63.54235756970544,45.61596505365846,Russia
4362,39.56426315022686,16.17870302005551,Italy
4372,61.7740410785869,112.9829717307641,Russia
4379,53.84948826597304,-7.394419520194112,Ireland
4381,62.03967969999999,14.3569296,Sweden
4387,46.34514803123284,15.53352763565954,Slovenia
4388,47.39628362094241,10.57387749604017,Austria
4392,40.23771075600668,-1.1004779658844,Spain
4394,55.59986893139674,84.0072129512062,Russia
4399,48.14024917534355,31.33283901251264,Ukraine
4404,61.57682159864363,23.42140775562423,Finland
4415,63.36035031503384,46.536198058214,Russia
4416,55.22678699879383,57.98737739346221,Russia
4422,55.87482849993945,43.10263525258045,Russia
4432,67.56942170215305,21.14312328392015,Sweden
4434,54.07435626535864,22.66584636351656,Poland
4438,61.68303163027748,48.13005924384428,Russia
4439,61.13755923449766,47.84455808802217,Russia
4441,61.7740410785869,112.9829717307641,Russia
4453,63.79208274382831,54.2849379798604,Russia
4456,61.57521107018509,21.88721298347244,Finland
4457,50.97683574245566,17.04534351643777,Poland
4459,63.35169900943939,25.11168716571833,Finland
4491,61.16661130789124,76.03941632823332,Russia
4492,52.75795838494319,51.78197263412685,Russia
4494,52.47250214854232,21.87189572133237,Poland
4495,50.5945767022382,105.562998918343,Russia
4504,39.29234228904151,-4.20833108223801,Spain
4513,52.45013354488711,46.69744985920661,Russia
4519,49.67552085984781,33.53165538065273,Ukraine
4526,41.20622240159297,-4.828218888333522,Spain
4528,47.13613603559916,47.66212423587815,Russia
4530,44.96294489028487,27.4848044844286,Romania
4538,46.73475249770238,16.23507490967953,Slovenia
4544,55.22652639516987,76.25195265922926,Russia
4546,64.09092356984893,29.25404873659809,Finland
4552,54.01501223477965,14.90189010908563,Poland
4558,53.67241704277391,112.77329262836,Russia
4559,53.62796992368902,40.23375677492756,Russia
4565,50.89550882029481,16.41971246692946,Poland
4577,47.40093995077961,16.9332042178405,Hungary
4578,39.19002665258972,16.81583254790775,Italy
4579,58.71773692696727,16.29853222348484,Sweden
4588,61.7740410785869,112.9829717307641,Russia
4589,62.79730539443834,27.11546297600551,Finland
4600,56.50235373523665,67.1696511825157,Russia
4603,51.96450652767152,80.30409028959255,Russia
4609,57.64565927050974,26.49319829498645,Estonia
4615,48.60082410716954,33.40591435565018,Ukraine
4616,55.12387720172524,74.58529887162292,Russia
4621,67.88122185123127,20.99802101450232,Sweden
4622,50.54566132566487,31.42909260011391,Ukraine
4628,63.07401657616633,113.5270711839628,Russia
4631,55.78719998419144,91.8052047394057,Russia
4633,64.3382213,28.1142014,Finland
4636,53.28010231630751,118.5852775173964,Russia
4638,53.0305801873572,37.72464076451831,Russia
4639,61.77999570979555,132.0436587099061,Russia
4640,60.35851048591087,13.17802833991578,Sweden
4643,54.10797052587795,38.35921907706165,Russia
4652,60.73268601349154,115.1010870581406,Russia
4662,48.53354965908365,22.24836715334794,Ukraine
4666,64.48070753154514,31.1620728201738,Russia
4670,54.42196702434997,23.98353935903538,Lithuania
4674,61.53244486949244,25.84591593219525,Finland
4676,47.29304624474958,8.91647305916741,Switzerland
4678,51.95944376242893,55.1726688373438,Russia
4679,51.09311031794537,15.76143954190534,Poland
4683,49.49600840400525,23.24734357601537,Ukraine
4696,52.15775132296969,60.33091140186945,Russia
4698,47.26997275265899,9.015371425012312,Switzerland
4714,51.09435968983357,17.97422889879532,Poland
4715,57.57268422777669,25.92445492809019,Latvia
4724,50.35822019240925,103.2874987057269,Russia
4734,53.16991717632648,14.41606182705973,Poland
4737,59.66935095805133,127.1988615307681,Russia
4744,62.46224031602773,29.16670688584711,Finland
4745,59.11773342548932,26.81664843213855,Estonia
4748,67.2050591379893,56.43404662054904,Russia
4752,51.63352341508494,101.5242633607362,Russia
4757,53.42234360201088,33.50442772425672,Russia
4760,53.93278352865708,22.24253627812258,Poland
4764,42.9745784666035,-2.877539330246206,Spain
4767,47.85253278405801,16.11948315292728,Austria
4775,35.23584316090394,24.98280882416898,Greece
4784,52.33523564457354,32.83172600062303,Russia
4787,58.20802171994669,44.60187166184818,Russia
4789,42.76830310905152,27.26848784992931,Bulgaria
4795,50.43367975024575,103.6779393591359,Russia
4799,54.9361265537422,61.46932682932341,Russia
4800,44.29056601551295,24.00915809462797,Romania
4803,46.74698701687578,21.1467055588972,Hungary
4807,47.46289583182428,22.67725415576285,Romania
4813,44.81976426975292,37.69006531018881,Russia
4823,56.74138805027581,-2.989871465288807,United Kingdom
4825,47.34860769506547,13.7259104761815,Austria
4833,43.7870653935484,26.92849862875862,Bulgaria
4834,56.10907439263466,92.92682111263277,Russia
4835,50.61222342729809,4.31641586051055,Belgium
4839,63.07538107300243,113.5208555688706,Russia
4850,58.31475110145519,125.3962223716255,Russia
4858,57.25819528839769,22.28991999637038,Latvia
4861,49.87247713898063,13.10360019897024,Czechia
4863,62.10722963876746,117.6362565563643,Russia
4878,52.78107970694901,17.95840656279237,Poland
4900,63.26267539267374,66.97413645962588,Russia
4902,56.93120753369371,44.38659846180099,Russia
4903,53.98079275620135,20.5207887444468,Poland
4905,65.11689282473579,26.93265149822707,Finland
4915,58.21405679354379,80.6196921348418,Russia
4916,62.41742105154213,27.45368954147866,Finland
4919,50.17638029661943,46.06502050003003,Russia
4927,43.22378898953238,-5.577479387956884,Spain
4928,42.68952429502806,24.43436464498604,Bulgaria
4939,62.42385124123399,114.6675227312351,Russia
4940,44.57559602412081,25.63684716377934,Romania
4941,49.39829170313279,16.12957077502896,Czechia
4942,57.16461386777789,24.90683335603054,Latvia
4945,51.50979578017294,33.48826599423701,Ukraine
4955,41.29178686832103,26.08879675255182,Greece
4957,52.44234626733803,16.23249022534596,Poland
4969,63.25921189836171,75.47241637752491,Russia
4970,62.61680873127442,29.76019944924228,Finland
4972,49.51205828403321,22.23564866738086,Poland
4980,44.12483209660267,24.83325603421389,Romania
4993,50.37916122162818,14.07822390106369,Czechia
4997,65.90932257356283,18.34743429068926,Sweden
5015,39.24778910039028,-5.678218738431717,Spain
5020,55.41624994823525,12.11943017490184,Denmark
5033,43.03726313324243,11.59108697601561,Italy
5035,49.76552085466356,5.978703215144045,Luxembourg
5043,53.57445612669267,125.4131374040911,Russia
5059,60.83702248361325,151.8004382961295,Russia
5068,42.59488420260195,25.85424555590459,Bulgaria
5070,54.07060824400176,73.5301486827548,Russia
5073,53.24494373964896,-6.220530822827509,Ireland
5076,46.94793860536888,19.48001308801912,Hungary
5078,67.43210479978963,20.93542778429485,Sweden
5087,50.62369196579262,107.8126611721285,Russia
5097,49.27817065739279,16.67497771989709,Czechia
5099,59.93562595820871,16.8747320070572,Sweden
5109,57.81633885280745,57.49528395079313,Russia
5111,46.4455937025506,16.79281044919347,Hungary
5122,54.52604021484525,17.93636385405773,Poland
5126,61.17241868798986,21.74971660944382,Finland
5128,48.59043414604469,18.71644385272471,Slovakia
5129,49.84421869272324,20.49770167192015,Poland
5131,58.09130909387093,65.23020639183436,Russia
5138,49.92500580311653,27.08678529842636,Ukraine
5139,52.15958222685239,60.33418430246478,Russia
5141,57.12915659411145,101.379920742287,Russia
5143,64.75169842946548,24.63084755433591,Finland
5147,52.39109755767178,-1.175918852302919,United Kingdom
5148,54.08954503599961,15.47517956027516,Poland
5149,44.47395990319107,9.319501967656606,Italy
5151,44.91273688838454,22.3590621125503,Romania
5154,53.10412465969407,19.30301782247739,Poland
5158,51.69787420779005,21.85405723769908,Poland
5160,65.01061079675121,20.24255545327407,Sweden
5164,63.9865706618537,54.52257643059065,Russia
5168,58.92169043197893,80.11953105857992,Russia
5175,45.8893792884796,21.96927808557692,Romania
5185,66.70480454728911,66.15460894418062,Russia
5193,45.66122375668431,15.7133600018854,Croatia
5194,53.4615427116998,22.02020282563707,Poland
5202,54.08624128639022,41.41696085186285,Russia
5209,66.71180847323468,25.70299012637178,Finland
5213,63.58076271275505,29.33230404445208,Finland
5216,51.82872815239181,-3.611442450385028,United Kingdom
5217,49.07512611582506,20.28027412639101,Slovakia
5219,53.67356533717025,-6.741582835814317,Ireland
5229,41.70955180692921,19.9754427286052,Albania
5233,50.59121076528406,20.74813778898084,Poland
5240,48.0305132654555,16.35488204054207,Austria
5244,61.31371612938553,31.8538744185757,Russia
5245,40.35902200425447,-2.960659697124826,Spain
5248,40.98285108956288,25.74237845953812,Greece
5259,39.8774895012392,-2.796221406298159,Spain
5266,59.38491659704557,126.9995303487235,Russia
5268,65.50345233531522,28.91870006137783,Finland
5269,41.63966398778167,21.85154270477712,North Macedonia
5277,56.37037739675597,15.55268249435069,Sweden
5281,59.62569186619437,41.17606137053018,Russia
5289,62.6842533265193,124.5409102319975,Russia
5294,39.45913780021022,22.49438599668474,Greece
5296,63.25021102903572,129.4758898954528,Russia
5300,50.6531312345524,106.0496339349567,Russia
5301,66.6670690593011,22.83889567506676,Sweden
5304,47.37139732848281,34.96979021029186,Ukraine
5308,58.38877476542301,59.83065665501318,Russia
5314,51.89444391283382,19.74132334556133,Poland
5322,61.91055310746386,27.77704279983967,Finland
5329,51.11405415169474,20.63338559552548,Poland
5334,49.93655743468792,19.43143575737041,Poland
5341,66.84661369336193,56.63983528950794,Russia
5345,35.17020736552929,25.10505930901259,Greece
5351,46.64298335680166,23.8467140532279,Romania
5352,68.59739201840326,21.73764173207435,Sweden
5361,46.79720019207998,27.24062610120073,Romania
5364,47.58622225561886,19.37540316876322,Hungary
5371,55.98227583552325,26.99560012949564,Latvia
5375,55.00102386255744,-4.527209102452824,United Kingdom
5380,52.58842036294811,60.10144960231446,Russia
5382,66.2784723955417,16.64976161381945,Sweden
5383,63.16094193763001,43.36075109867019,Russia
5389,52.48931145777318,-9.250136843168692,Ireland
5392,62.97968784781205,76.91143956542237,Russia
5399,41.13056388418861,16.33972304439503,Italy
5404,63.22049221239705,29.3274252563473,Finland
5406,65.31873732601433,20.30152240528219,Sweden
5407,51.2863896262794,58.80888610175419,Russia
5409,65.29610897794754,53.13386049431936,Russia
5416,45.23635148244563,18.84900432572584,Croatia
5421,56.82731926215356,58.98662627761035,Russia
5429,37.94591628196709,21.35554237328149,Greece
5435,38.63186189776335,-4.577090602990107,Spain
5443,45.52720763858291,14.11638746893888,Slovenia
5445,67.20428037223097,19.38538859536777,Sweden
5447,59.86332629069508,71.08343832987737,Russia
5450,57.96321940033337,26.49335283814405,Estonia
5451,55.86650264676559,38.91825955892285,Russia
5456,53.3560670637011,84.11947957231871,Russia
5459,62.66887664683107,14.95247274288957,Sweden
5463,52.31257802270493,17.70308755209674,Poland
5465,49.33406093861932,20.22958667161551,Slovakia
5467,61.7907018295112,113.0072904146473,Russia
5478,62.11294645229214,29.6702581899976,Finland
5479,66.04630262804844,18.41403995034278,Sweden
5486,41.97914234951388,-0.9691134518693764,Spain
5494,49.11431345345201,32.73011848973335,Ukraine
5511,56.03567177511637,22.44916987144477,Lithuania
5513,54.3764945874282,41.46700011193725,Russia
5517,38.02460286905072,22.97853346805653,Greece
5519,50.69912790110628,33.01680530921983,Ukraine
5522,50.48304025864582,103.176467192699,Russia
5525,46.84040750927171,16.51814015145039,Hungary
5526,57.01087975892646,38.58526584547341,Russia
5530,43.40483760135503,-8.171646811500821,Spain
5533,48.85026716187467,15.85310687120609,Czechia
5543,39.73859133418158,-4.133924928291161,Spain
5549,63.00744985975123,138.0884586469236,Russia
5550,62.18026774034149,116.716610263738,Russia
5551,44.86075452947469,23.07334407086257,Romania
5553,50.61455524231537,14.39419301756922,Czechia
5555,63.4331437568326,30.41311778782307,Russia
5561,60.96413163260586,61.6170040484674,Russia
5565,47.20634055890804,13.42787585675121,Austria
5566,48.29778604845615,15.28846262834269,Austria
5569,52.2900197017476,16.84536105246253,Poland
5573,65.32839469805162,56.98786845342339,Russia
5574,67.13219411132543,23.62151528498584,Finland
5575,51.62271297339382,15.43030076523611,Poland
5578,42.88014294798301,-8.543887832029924,Spain
5587,47.48790932278221,27.46598695119591,Romania
5593,51.77929041973025,31.12140403295523,Ukraine
5595,50.21765608939542,15.63517314096267,Czechia
5598,45.31840251592655,27.9056277174339,Romania
5599,63.6705723507694,66.72955513455159,Russia
5602,62.44356922123659,35.29824654862817,Russia
5606,51.41584070967112,20.26791493434002,Poland
5608,54.10871369540541,121.6680192264327,Russia
5609,56.10907439263466,92.92682111263277,Russia
5617,53.87244595850814,19.11805916919931,Poland
5631,59.28414461615685,126.8758059673836,Russia
5638,42.34842699226883,0.7171350045039707,Spain
5641,51.84006394808439,-9.870346661002714,Ireland
5646,58.11431143794093,102.6974773458039,Russia
5653,53.40631203930712,119.2099103915606,Russia
5657,49.2165552985272,21.47131008483171,Slovakia
5663,44.9942761208323,22.16995728723803,Romania
5665,67.6971236263335,17.55180215362119,Sweden
5667,47.50343301640322,39.38810271606615,Russia
5675,55.13514442280597,81.07521290363542,Russia
5679,62.90298884882586,16.23802100805159,Sweden
5682,60.28496874611159,29.40119878273328,Russia
5692,65.45144776623191,57.04420163286945,Russia
5700,56.51458413607986,26.98645040057048,Latvia
5703,44.55784240673225,23.670242645483,Romania
5705,50.9899610347636,4.979262372997574,Belgium
5724,43.89394433454309,12.36891146043308,Italy
5728,56.21131837030424,42.19623725246933,Russia
5730,50.47617437738646,14.8082121129088,Czechia
5736,63.40807588615284,123.4041374964866,Russia
5739,55.46018799409585,78.25295090380368,Russia
5742,64.37266805450032,24.58944861166653,Finland
5757,50.00951691144883,21.55384264241967,Poland
5766,67.86872094239,19.35064545339693,Sweden
5773,62.37812216283164,150.8304407673913,Russia
